# CFB Rankings Export
# Generated: 2025-06-05T06:08:06.680991
# Season: 2024
# Week: 1
# Neutrality Metric: 0.0001
#
rank_live,team,conference,rating_live,delta_rank,conf_weight,quality_wins
232,Abilene Christian,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
233,Wake Forest,ACC,0.0029498525073746312,0,0.19120290003946264,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
234,Butler,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
235,North Texas,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
236,Army,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
237,UT Martin,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
238,Houston,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
239,Minot State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
240,Colorado State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
241,UTSA,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
242,Missouri State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
243,Air Force,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
244,Stetson,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
245,Prairie View A&M,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
246,Missouri Southern State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
247,Holy Cross,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
248,Richmond,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
249,Alabama A&M,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
250,West Georgia,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
251,Edinboro University,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
252,San Diego,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
253,Monmouth,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
254,Mississippi State,SEC,0.0029498525073746312,0,0.14172402933986208,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
255,Merrimack,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
256,Clemson,ACC,0.0029498525073746312,0,0.19120290003946264,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
257,UNC Pembroke,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
258,Eastern Washington,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
259,Rice,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
260,Arkansas State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
261,App State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
262,Sioux Falls,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
263,Cal Poly,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
264,Rhode Island,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
265,Georgetown,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
266,Auburn,SEC,0.0029498525073746312,0,0.14172402933986208,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
267,Post University,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
268,Central Connecticut,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
269,Tulsa,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
270,Stanford,Pac-12,0.0029498525073746312,0,0.00809148402623448,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
271,Virginia Union,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
272,Bowling Green,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
273,Wofford,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
274,Morgan State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
275,Kansas State,Big 12,0.0029498525073746312,0,0.08144837743725496,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
276,Virginia University Of Lynchburg,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
277,Florida,SEC,0.0029498525073746312,0,0.14172402933986208,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
278,Michigan State,Big Ten,0.0029498525073746312,0,0.1448460148556609,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
279,Missouri S&T,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
280,North Carolina,ACC,0.0029498525073746312,0,0.19120290003946264,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
281,Delaware,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
282,Wisconsin,Big Ten,0.0029498525073746312,0,0.1448460148556609,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
283,North Carolina Central,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
284,Fort Valley State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
285,Dayton,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
286,Louisville,ACC,0.0029498525073746312,0,0.19120290003946264,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
287,SE Louisiana,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
288,South Dakota,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
289,Tennessee,SEC,0.0029498525073746312,0,0.14172402933986208,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
290,East Texas A&M,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
291,South Dakota State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
292,Mercyhurst,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
293,University of Mary,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
294,North American University,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
295,Weber State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
296,Bethune-Cookman,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
297,Glenville State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
298,UT Permian Basin,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
299,Charleston Southern,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
300,Delta State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
301,Idaho,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
302,Texas Tech,Big 12,0.0029498525073746312,0,0.08144837743725496,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
303,Johnson C Smith,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
304,New Hampshire,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
305,Jackson State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
306,Incarnate Word,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
307,Toledo,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
308,Central Michigan,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
309,Morehouse College,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
310,Washington,Pac-12,0.0029498525073746312,0,0.00809148402623448,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
311,Marshall,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
312,Reinhardt University,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
313,Eastern Illinois,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
314,Ole Miss,SEC,0.0029498525073746312,0,0.14172402933986208,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
315,Florida Atlantic,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
316,Portland State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
317,Fresno State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
318,Northern Michigan,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
319,Utah,Pac-12,0.0029498525073746312,0,0.00809148402623448,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
320,Michigan,Big Ten,0.0029498525073746312,0,0.1448460148556609,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
321,Bucknell,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
322,Lafayette,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
323,Sacramento State,Independent,0.0029498525073746312,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
324,Florida State,ACC,0.0027169441258102574,0,0.19120290003946264,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
325,East Carolina,Independent,0.00261092927610514,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
326,Houston Christian,Independent,0.002476725567318634,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
327,South Carolina State,Independent,0.0024513969383427336,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
328,Northern Arizona,Independent,0.0023593122681750942,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
329,Arizona,Pac-12,0.002333874143059206,0,0.00809148402623448,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
330,Baylor,Big 12,0.0022104517837982945,0,0.08144837743725496,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
331,Southern,Independent,0.0022104517837982945,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
332,College of Idaho,Independent,0.002185054596168831,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
333,New Mexico State,Independent,0.0021236994163471396,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
334,Memphis,Independent,0.0021236994163471396,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
335,Utah Tech,Independent,0.0020391933665961774,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
336,UCLA,Pac-12,0.001862911488315589,0,0.00809148402623448,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
337,Boston College,ACC,0.0016843105127877396,0,0.19120290003946264,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
338,Sacred Heart,Independent,0.0015887737163606298,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
339,Troy,Independent,0.0015483730549365597,0,0.5,"['SMU', ""Hawai'i"", 'Lincoln (CA)']"
